feature,importance,fold
BURO_DAYS_CREDIT_MAX,200,2
BURO_DAYS_CREDIT_MEAN,221,2
BURO_DAYS_CREDIT_VAR,138,2
BURO_DAYS_CREDIT_ENDDATE_MIN,93,2
BURO_DAYS_CREDIT_ENDDATE_MAX,200,2
BURO_DAYS_CREDIT_ENDDATE_MEAN,133,2
BURO_DAYS_CREDIT_UPDATE_MEAN,127,2
BURO_CREDIT_DAY_OVERDUE_MAX,9,2
BURO_CREDIT_DAY_OVERDUE_MEAN,2,2
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,325,2
BURO_AMT_CREDIT_SUM_MAX,143,2
BURO_AMT_CREDIT_SUM_MEAN,195,2
BURO_AMT_CREDIT_SUM_SUM,150,2
BURO_AMT_CREDIT_SUM_DEBT_MAX,79,2
BURO_AMT_CREDIT_SUM_DEBT_MEAN,193,2
BURO_AMT_CREDIT_SUM_DEBT_SUM,130,2
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,60,2
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,86,2
BURO_AMT_CREDIT_SUM_LIMIT_SUM,55,2
BURO_AMT_ANNUITY_MAX,30,2
BURO_AMT_ANNUITY_MEAN,49,2
BURO_CNT_CREDIT_PROLONG_SUM,0,2
BURO_MONTHS_BALANCE_MIN_MIN,22,2
BURO_MONTHS_BALANCE_MAX_MAX,9,2
BURO_MONTHS_BALANCE_SIZE_MEAN,41,2
BURO_MONTHS_BALANCE_SIZE_SUM,76,2
BURO_CREDIT_ACTIVE_Active_MEAN,101,2
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,2
BURO_CREDIT_ACTIVE_Closed_MEAN,78,2
BURO_CREDIT_ACTIVE_Sold_MEAN,25,2
BURO_CREDIT_ACTIVE_nan_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,2
BURO_CREDIT_CURRENCY_nan_MEAN,0,2
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,14,2
BURO_CREDIT_TYPE_Car_loan_MEAN,50,2
BURO_CREDIT_TYPE_Cash_loan__non_earmarked__MEAN,0,2
BURO_CREDIT_TYPE_Consumer_credit_MEAN,67,2
BURO_CREDIT_TYPE_Credit_card_MEAN,113,2
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares__margin_lending__MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,2
BURO_CREDIT_TYPE_Microloan_MEAN,96,2
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,2
BURO_CREDIT_TYPE_Mortgage_MEAN,87,2
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,2
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,2
BURO_CREDIT_TYPE_nan_MEAN,0,2
BURO_STATUS_0_MEAN_MEAN,147,2
BURO_STATUS_1_MEAN_MEAN,66,2
BURO_STATUS_2_MEAN_MEAN,6,2
BURO_STATUS_3_MEAN_MEAN,2,2
BURO_STATUS_4_MEAN_MEAN,10,2
BURO_STATUS_5_MEAN_MEAN,0,2
BURO_STATUS_C_MEAN_MEAN,66,2
BURO_STATUS_X_MEAN_MEAN,32,2
BURO_STATUS_nan_MEAN_MEAN,0,2
ACTIVE_DAYS_CREDIT_MIN,128,2
ACTIVE_DAYS_CREDIT_MAX,372,2
ACTIVE_DAYS_CREDIT_MEAN,194,2
ACTIVE_DAYS_CREDIT_VAR,129,2
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,308,2
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,257,2
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,226,2
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,186,2
ACTIVE_CREDIT_DAY_OVERDUE_MAX,18,2
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,0,2
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,151,2
ACTIVE_AMT_CREDIT_SUM_MAX,138,2
ACTIVE_AMT_CREDIT_SUM_MEAN,153,2
ACTIVE_AMT_CREDIT_SUM_SUM,271,2
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,112,2
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,240,2
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,144,2
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,25,2
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,149,2
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,65,2
ACTIVE_AMT_ANNUITY_MAX,29,2
ACTIVE_AMT_ANNUITY_MEAN,41,2
ACTIVE_CNT_CREDIT_PROLONG_SUM,6,2
ACTIVE_MONTHS_BALANCE_MIN_MIN,25,2
ACTIVE_MONTHS_BALANCE_MAX_MAX,19,2
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,75,2
ACTIVE_MONTHS_BALANCE_SIZE_SUM,76,2
CLOSED_DAYS_CREDIT_MIN,67,2
CLOSED_DAYS_CREDIT_MAX,254,2
CLOSED_DAYS_CREDIT_MEAN,85,2
CLOSED_DAYS_CREDIT_VAR,177,2
CLOSED_DAYS_CREDIT_ENDDATE_MIN,129,2
CLOSED_DAYS_CREDIT_ENDDATE_MAX,246,2
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,130,2
CLOSED_DAYS_CREDIT_UPDATE_MEAN,150,2
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,2
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,2
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,122,2
CLOSED_AMT_CREDIT_SUM_MAX,149,2
CLOSED_AMT_CREDIT_SUM_MEAN,165,2
CLOSED_AMT_CREDIT_SUM_SUM,159,2
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,25,2
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,32,2
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,21,2
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,2
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,16,2
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,4,2
CLOSED_AMT_ANNUITY_MAX,52,2
CLOSED_AMT_ANNUITY_MEAN,35,2
CLOSED_CNT_CREDIT_PROLONG_SUM,0,2
CLOSED_MONTHS_BALANCE_MIN_MIN,23,2
CLOSED_MONTHS_BALANCE_MAX_MAX,14,2
CLOSED_MONTHS_BALANCE_SIZE_MEAN,55,2
CLOSED_MONTHS_BALANCE_SIZE_SUM,37,2
PREV_AMT_ANNUITY_MIN,159,2
PREV_AMT_ANNUITY_MAX,89,2
PREV_AMT_ANNUITY_MEAN,191,2
PREV_AMT_APPLICATION_MIN,48,2
PREV_AMT_APPLICATION_MAX,42,2
PREV_AMT_APPLICATION_MEAN,86,2
PREV_AMT_CREDIT_MIN,81,2
PREV_AMT_CREDIT_MAX,72,2
PREV_AMT_CREDIT_MEAN,121,2
PREV_APP_CREDIT_PERC_MIN,202,2
PREV_APP_CREDIT_PERC_MAX,116,2
PREV_APP_CREDIT_PERC_MEAN,156,2
PREV_APP_CREDIT_PERC_VAR,165,2
PREV_AMT_DOWN_PAYMENT_MIN,43,2
PREV_AMT_DOWN_PAYMENT_MAX,126,2
PREV_AMT_DOWN_PAYMENT_MEAN,110,2
PREV_AMT_GOODS_PRICE_MIN,109,2
PREV_AMT_GOODS_PRICE_MAX,25,2
PREV_AMT_GOODS_PRICE_MEAN,64,2
PREV_HOUR_APPR_PROCESS_START_MIN,26,2
PREV_HOUR_APPR_PROCESS_START_MAX,80,2
PREV_HOUR_APPR_PROCESS_START_MEAN,153,2
PREV_RATE_DOWN_PAYMENT_MIN,51,2
PREV_RATE_DOWN_PAYMENT_MAX,67,2
PREV_RATE_DOWN_PAYMENT_MEAN,97,2
PREV_DAYS_DECISION_MIN,111,2
PREV_DAYS_DECISION_MAX,153,2
PREV_DAYS_DECISION_MEAN,124,2
PREV_CNT_PAYMENT_MEAN,333,2
PREV_CNT_PAYMENT_SUM,52,2
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,46,2
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,32,2
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,39,2
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,2
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,2
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,70,2
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,71,2
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,85,2
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,71,2
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,100,2
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,51,2
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,86,2
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home___land_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,7,2
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,7,2
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Gasification___water_supply_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,21,2
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,4,2
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,3,2
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,14,2
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,9,2
PREV_NAME_CASH_LOAN_PURPOSE_Wedding___gift___holiday_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,14,2
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,43,2
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,75,2
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,55,2
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,129,2
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,10,2
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,2
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,50,2
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,2
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,2,2
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,85,2
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,2
PREV_CODE_REJECT_REASON_CLIENT_MEAN,2,2
PREV_CODE_REJECT_REASON_HC_MEAN,43,2
PREV_CODE_REJECT_REASON_LIMIT_MEAN,12,2
PREV_CODE_REJECT_REASON_SCO_MEAN,61,2
PREV_CODE_REJECT_REASON_SCOFR_MEAN,22,2
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,2
PREV_CODE_REJECT_REASON_VERIF_MEAN,15,2
PREV_CODE_REJECT_REASON_XAP_MEAN,41,2
PREV_CODE_REJECT_REASON_XNA_MEAN,0,2
PREV_CODE_REJECT_REASON_nan_MEAN,0,2
PREV_NAME_TYPE_SUITE_Children_MEAN,13,2
PREV_NAME_TYPE_SUITE_Family_MEAN,68,2
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,0,2
PREV_NAME_TYPE_SUITE_Other_A_MEAN,6,2
PREV_NAME_TYPE_SUITE_Other_B_MEAN,3,2
PREV_NAME_TYPE_SUITE_Spouse__partner_MEAN,42,2
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,136,2
PREV_NAME_TYPE_SUITE_nan_MEAN,120,2
PREV_NAME_CLIENT_TYPE_New_MEAN,95,2
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,102,2
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,68,2
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,2
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,27,2
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,2,2
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,17,2
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,48,2
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,18,2
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,56,2
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,30,2
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,7,2
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_House_Construction_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,1,2
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,60,2
PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Photo___Cinema_Equipment_MEAN,47,2
PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN,22,2
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,19,2
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,2
PREV_NAME_PORTFOLIO_Cards_MEAN,32,2
PREV_NAME_PORTFOLIO_Cars_MEAN,0,2
PREV_NAME_PORTFOLIO_Cash_MEAN,68,2
PREV_NAME_PORTFOLIO_POS_MEAN,41,2
PREV_NAME_PORTFOLIO_XNA_MEAN,48,2
PREV_NAME_PORTFOLIO_nan_MEAN,0,2
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,67,2
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,56,2
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,46,2
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,2
PREV_CHANNEL_TYPE_AP___Cash_loan__MEAN,42,2
PREV_CHANNEL_TYPE_Car_dealer_MEAN,0,2
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,41,2
PREV_CHANNEL_TYPE_Contact_center_MEAN,65,2
PREV_CHANNEL_TYPE_Country_wide_MEAN,64,2
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,83,2
PREV_CHANNEL_TYPE_Regional___Local_MEAN,18,2
PREV_CHANNEL_TYPE_Stone_MEAN,50,2
PREV_CHANNEL_TYPE_nan_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,10,2
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,10,2
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,77,2
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,28,2
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,59,2
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,20,2
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,8,2
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,1,2
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,35,2
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,2
PREV_NAME_YIELD_GROUP_XNA_MEAN,74,2
PREV_NAME_YIELD_GROUP_high_MEAN,150,2
PREV_NAME_YIELD_GROUP_low_action_MEAN,118,2
PREV_NAME_YIELD_GROUP_low_normal_MEAN,98,2
PREV_NAME_YIELD_GROUP_middle_MEAN,66,2
PREV_NAME_YIELD_GROUP_nan_MEAN,0,2
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,12,2
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,29,2
PREV_PRODUCT_COMBINATION_Cash_MEAN,35,2
PREV_PRODUCT_COMBINATION_Cash_Street__high_MEAN,43,2
PREV_PRODUCT_COMBINATION_Cash_Street__low_MEAN,94,2
PREV_PRODUCT_COMBINATION_Cash_Street__middle_MEAN,40,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell__high_MEAN,92,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell__low_MEAN,100,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell__middle_MEAN,29,2
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,67,2
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,14,2
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,54,2
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,19,2
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,41,2
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,4,2
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,26,2
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,0,2
PREV_PRODUCT_COMBINATION_nan_MEAN,0,2
APPROVED_AMT_ANNUITY_MIN,100,2
APPROVED_AMT_ANNUITY_MAX,113,2
APPROVED_AMT_ANNUITY_MEAN,184,2
APPROVED_AMT_APPLICATION_MIN,109,2
APPROVED_AMT_APPLICATION_MAX,96,2
APPROVED_AMT_APPLICATION_MEAN,65,2
APPROVED_AMT_CREDIT_MIN,127,2
APPROVED_AMT_CREDIT_MAX,113,2
APPROVED_AMT_CREDIT_MEAN,60,2
APPROVED_APP_CREDIT_PERC_MIN,94,2
APPROVED_APP_CREDIT_PERC_MAX,97,2
APPROVED_APP_CREDIT_PERC_MEAN,109,2
APPROVED_APP_CREDIT_PERC_VAR,146,2
APPROVED_AMT_DOWN_PAYMENT_MIN,39,2
APPROVED_AMT_DOWN_PAYMENT_MAX,150,2
APPROVED_AMT_DOWN_PAYMENT_MEAN,85,2
APPROVED_AMT_GOODS_PRICE_MIN,82,2
APPROVED_AMT_GOODS_PRICE_MAX,42,2
APPROVED_AMT_GOODS_PRICE_MEAN,50,2
APPROVED_HOUR_APPR_PROCESS_START_MIN,46,2
APPROVED_HOUR_APPR_PROCESS_START_MAX,56,2
APPROVED_HOUR_APPR_PROCESS_START_MEAN,118,2
APPROVED_RATE_DOWN_PAYMENT_MIN,53,2
APPROVED_RATE_DOWN_PAYMENT_MAX,57,2
APPROVED_RATE_DOWN_PAYMENT_MEAN,69,2
APPROVED_DAYS_DECISION_MIN,117,2
APPROVED_DAYS_DECISION_MAX,253,2
APPROVED_DAYS_DECISION_MEAN,124,2
APPROVED_CNT_PAYMENT_MEAN,417,2
APPROVED_CNT_PAYMENT_SUM,199,2
REFUSED_AMT_ANNUITY_MIN,67,2
REFUSED_AMT_ANNUITY_MAX,45,2
REFUSED_AMT_ANNUITY_MEAN,47,2
REFUSED_AMT_APPLICATION_MIN,35,2
REFUSED_AMT_APPLICATION_MAX,29,2
REFUSED_AMT_APPLICATION_MEAN,37,2
REFUSED_AMT_CREDIT_MIN,101,2
REFUSED_AMT_CREDIT_MAX,40,2
REFUSED_AMT_CREDIT_MEAN,30,2
REFUSED_APP_CREDIT_PERC_MIN,63,2
REFUSED_APP_CREDIT_PERC_MAX,57,2
REFUSED_APP_CREDIT_PERC_MEAN,60,2
REFUSED_APP_CREDIT_PERC_VAR,57,2
REFUSED_AMT_DOWN_PAYMENT_MIN,3,2
REFUSED_AMT_DOWN_PAYMENT_MAX,27,2
REFUSED_AMT_DOWN_PAYMENT_MEAN,4,2
REFUSED_AMT_GOODS_PRICE_MIN,42,2
REFUSED_AMT_GOODS_PRICE_MAX,23,2
REFUSED_AMT_GOODS_PRICE_MEAN,55,2
REFUSED_HOUR_APPR_PROCESS_START_MIN,36,2
REFUSED_HOUR_APPR_PROCESS_START_MAX,41,2
REFUSED_HOUR_APPR_PROCESS_START_MEAN,70,2
REFUSED_RATE_DOWN_PAYMENT_MIN,7,2
REFUSED_RATE_DOWN_PAYMENT_MAX,32,2
REFUSED_RATE_DOWN_PAYMENT_MEAN,20,2
REFUSED_DAYS_DECISION_MIN,68,2
REFUSED_DAYS_DECISION_MAX,138,2
REFUSED_DAYS_DECISION_MEAN,47,2
REFUSED_CNT_PAYMENT_MEAN,52,2
REFUSED_CNT_PAYMENT_SUM,29,2
POS_MONTHS_BALANCE_MAX,166,2
POS_MONTHS_BALANCE_MEAN,223,2
POS_MONTHS_BALANCE_SIZE,238,2
POS_SK_DPD_MAX,31,2
POS_SK_DPD_MEAN,88,2
POS_SK_DPD_DEF_MAX,64,2
POS_SK_DPD_DEF_MEAN,150,2
POS_NAME_CONTRACT_STATUS_Active_MEAN,192,2
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Approved_MEAN,1,2
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Completed_MEAN,132,2
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,34,2
POS_NAME_CONTRACT_STATUS_Signed_MEAN,62,2
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,2
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,2
POS_COUNT,7,2
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,67,2
INSTAL_DPD_MAX,74,2
INSTAL_DPD_MEAN,383,2
INSTAL_DPD_SUM,84,2
INSTAL_DBD_MAX,234,2
INSTAL_DBD_MEAN,175,2
INSTAL_DBD_SUM,274,2
INSTAL_PAYMENT_PERC_MAX,20,2
INSTAL_PAYMENT_PERC_MEAN,195,2
INSTAL_PAYMENT_PERC_SUM,134,2
INSTAL_PAYMENT_PERC_VAR,85,2
INSTAL_PAYMENT_DIFF_MAX,136,2
INSTAL_PAYMENT_DIFF_MEAN,166,2
INSTAL_PAYMENT_DIFF_SUM,121,2
INSTAL_PAYMENT_DIFF_VAR,62,2
INSTAL_AMT_INSTALMENT_MAX,164,2
INSTAL_AMT_INSTALMENT_MEAN,130,2
INSTAL_AMT_INSTALMENT_SUM,134,2
INSTAL_AMT_PAYMENT_MIN,239,2
INSTAL_AMT_PAYMENT_MAX,125,2
INSTAL_AMT_PAYMENT_MEAN,169,2
INSTAL_AMT_PAYMENT_SUM,312,2
INSTAL_DAYS_ENTRY_PAYMENT_MAX,400,2
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,169,2
INSTAL_DAYS_ENTRY_PAYMENT_SUM,209,2
INSTAL_COUNT,51,2
CC_MONTHS_BALANCE_MIN,4,2
CC_MONTHS_BALANCE_MAX,3,2
CC_MONTHS_BALANCE_MEAN,18,2
CC_MONTHS_BALANCE_SUM,18,2
CC_MONTHS_BALANCE_VAR,12,2
CC_AMT_BALANCE_MIN,17,2
CC_AMT_BALANCE_MAX,40,2
CC_AMT_BALANCE_MEAN,65,2
CC_AMT_BALANCE_SUM,11,2
CC_AMT_BALANCE_VAR,19,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,35,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,15,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,121,2
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,41,2
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,40,2
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,2
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,47,2
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,63,2
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,24,2
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,32,2
CC_AMT_DRAWINGS_CURRENT_MIN,7,2
CC_AMT_DRAWINGS_CURRENT_MAX,12,2
CC_AMT_DRAWINGS_CURRENT_MEAN,36,2
CC_AMT_DRAWINGS_CURRENT_SUM,24,2
CC_AMT_DRAWINGS_CURRENT_VAR,25,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,13,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,2,2
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,2,2
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,6,2
CC_AMT_DRAWINGS_POS_CURRENT_MIN,13,2
CC_AMT_DRAWINGS_POS_CURRENT_MAX,23,2
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,20,2
CC_AMT_DRAWINGS_POS_CURRENT_SUM,32,2
CC_AMT_DRAWINGS_POS_CURRENT_VAR,15,2
CC_AMT_INST_MIN_REGULARITY_MIN,1,2
CC_AMT_INST_MIN_REGULARITY_MAX,8,2
CC_AMT_INST_MIN_REGULARITY_MEAN,7,2
CC_AMT_INST_MIN_REGULARITY_SUM,22,2
CC_AMT_INST_MIN_REGULARITY_VAR,52,2
CC_AMT_PAYMENT_CURRENT_MIN,22,2
CC_AMT_PAYMENT_CURRENT_MAX,46,2
CC_AMT_PAYMENT_CURRENT_MEAN,103,2
CC_AMT_PAYMENT_CURRENT_SUM,43,2
